"long_dd","lat_dd","poccur","species","aquamaps_id"
-149,60.5,0.3,"Siliqua patula","W-Msc-536684"
-148.5,60.5,0.31,"Siliqua patula","W-Msc-536684"
-148,60.5,0.7,"Siliqua patula","W-Msc-536684"
-147.5,60.5,0.69,"Siliqua patula","W-Msc-536684"
-147,60.5,0.85,"Siliqua patula","W-Msc-536684"
-146.5,60.5,1,"Siliqua patula","W-Msc-536684"
-146,60.5,0.69,"Siliqua patula","W-Msc-536684"
-145.5,60.5,0.44,"Siliqua patula","W-Msc-536684"
-152.5,60,0.05,"Siliqua patula","W-Msc-536684"
-152,60,0.07,"Siliqua patula","W-Msc-536684"
-151,60,0.01,"Siliqua patula","W-Msc-536684"
-149,60,0.8,"Siliqua patula","W-Msc-536684"
-148.5,60,0.2,"Siliqua patula","W-Msc-536684"
-148,60,1,"Siliqua patula","W-Msc-536684"
-147.5,60,0.85,"Siliqua patula","W-Msc-536684"
-147,60,0.97,"Siliqua patula","W-Msc-536684"
-146.5,60,1,"Siliqua patula","W-Msc-536684"
-146,60,1,"Siliqua patula","W-Msc-536684"
-145.5,60,1,"Siliqua patula","W-Msc-536684"
-145,60,1,"Siliqua patula","W-Msc-536684"
-144.5,60,1,"Siliqua patula","W-Msc-536684"
-144,60,0.72,"Siliqua patula","W-Msc-536684"
-143.5,60,0.51,"Siliqua patula","W-Msc-536684"
-143,60,0.36,"Siliqua patula","W-Msc-536684"
-142.5,60,0.24,"Siliqua patula","W-Msc-536684"
-142,60,0.15,"Siliqua patula","W-Msc-536684"
-141.5,60,0.09,"Siliqua patula","W-Msc-536684"
-141,60,0.05,"Siliqua patula","W-Msc-536684"
-153.5,59.5,0.33,"Siliqua patula","W-Msc-536684"
-153,59.5,0.64,"Siliqua patula","W-Msc-536684"
-152.5,59.5,0.6,"Siliqua patula","W-Msc-536684"
-152,59.5,0.38,"Siliqua patula","W-Msc-536684"
-151.5,59.5,0.54,"Siliqua patula","W-Msc-536684"
-151,59.5,0.51,"Siliqua patula","W-Msc-536684"
-150.5,59.5,0.58,"Siliqua patula","W-Msc-536684"
-150,59.5,0.7,"Siliqua patula","W-Msc-536684"
-149.5,59.5,1,"Siliqua patula","W-Msc-536684"
-149,59.5,1,"Siliqua patula","W-Msc-536684"
-148.5,59.5,1,"Siliqua patula","W-Msc-536684"
-148,59.5,1,"Siliqua patula","W-Msc-536684"
-147.5,59.5,1,"Siliqua patula","W-Msc-536684"
-147,59.5,1,"Siliqua patula","W-Msc-536684"
-146.5,59.5,0.44,"Siliqua patula","W-Msc-536684"
-146,59.5,1,"Siliqua patula","W-Msc-536684"
-144.5,59.5,1,"Siliqua patula","W-Msc-536684"
-144,59.5,1,"Siliqua patula","W-Msc-536684"
-143.5,59.5,1,"Siliqua patula","W-Msc-536684"
-142,59.5,1,"Siliqua patula","W-Msc-536684"
-141.5,59.5,1,"Siliqua patula","W-Msc-536684"
-141,59.5,1,"Siliqua patula","W-Msc-536684"
-140.5,59.5,0.98,"Siliqua patula","W-Msc-536684"
-140,59.5,1,"Siliqua patula","W-Msc-536684"
-139.5,59.5,1,"Siliqua patula","W-Msc-536684"
-139,59.5,0.68,"Siliqua patula","W-Msc-536684"
-138.5,59.5,0.09,"Siliqua patula","W-Msc-536684"
-154,59,0.58,"Siliqua patula","W-Msc-536684"
-153.5,59,0.53,"Siliqua patula","W-Msc-536684"
-153,59,0.86,"Siliqua patula","W-Msc-536684"
-152.5,59,0.93,"Siliqua patula","W-Msc-536684"
-152,59,0.7,"Siliqua patula","W-Msc-536684"
-151.5,59,0.98,"Siliqua patula","W-Msc-536684"
-151,59,1,"Siliqua patula","W-Msc-536684"
-150.5,59,1,"Siliqua patula","W-Msc-536684"
-150,59,1,"Siliqua patula","W-Msc-536684"
-146,59,1,"Siliqua patula","W-Msc-536684"
-139.5,59,1,"Siliqua patula","W-Msc-536684"
-139,59,1,"Siliqua patula","W-Msc-536684"
-138.5,59,0.97,"Siliqua patula","W-Msc-536684"
-138,59,0.83,"Siliqua patula","W-Msc-536684"
-137,59,0.11,"Siliqua patula","W-Msc-536684"
-136.5,59,0.19,"Siliqua patula","W-Msc-536684"
-136,59,0.16,"Siliqua patula","W-Msc-536684"
-135.5,59,0.06,"Siliqua patula","W-Msc-536684"
-135,59,0.14,"Siliqua patula","W-Msc-536684"
-157,58.5,0.01,"Siliqua patula","W-Msc-536684"
-156.5,58.5,0.09,"Siliqua patula","W-Msc-536684"
-154,58.5,0.37,"Siliqua patula","W-Msc-536684"
-153.5,58.5,0.99,"Siliqua patula","W-Msc-536684"
-153,58.5,1,"Siliqua patula","W-Msc-536684"
-152.5,58.5,0.93,"Siliqua patula","W-Msc-536684"
-152,58.5,1,"Siliqua patula","W-Msc-536684"
-151.5,58.5,0.87,"Siliqua patula","W-Msc-536684"
-138,58.5,1,"Siliqua patula","W-Msc-536684"
-137.5,58.5,1,"Siliqua patula","W-Msc-536684"
-137,58.5,1,"Siliqua patula","W-Msc-536684"
-136.5,58.5,1,"Siliqua patula","W-Msc-536684"
-136,58.5,1,"Siliqua patula","W-Msc-536684"
-135.5,58.5,0.98,"Siliqua patula","W-Msc-536684"
-135,58.5,1,"Siliqua patula","W-Msc-536684"
-134.5,58.5,0.66,"Siliqua patula","W-Msc-536684"
-157.5,58,0.01,"Siliqua patula","W-Msc-536684"
-157,58,0.08,"Siliqua patula","W-Msc-536684"
-155,58,0.33,"Siliqua patula","W-Msc-536684"
-154.5,58,0.93,"Siliqua patula","W-Msc-536684"
-154,58,1,"Siliqua patula","W-Msc-536684"
-153.5,58,1,"Siliqua patula","W-Msc-536684"
-153,58,1,"Siliqua patula","W-Msc-536684"
-152.5,58,1,"Siliqua patula","W-Msc-536684"
-152,58,1,"Siliqua patula","W-Msc-536684"
-151.5,58,1,"Siliqua patula","W-Msc-536684"
-151,58,0.03,"Siliqua patula","W-Msc-536684"
-150,58,0.79,"Siliqua patula","W-Msc-536684"
-149.5,58,0.11,"Siliqua patula","W-Msc-536684"
-139,58,0.56,"Siliqua patula","W-Msc-536684"
-138.5,58,0.81,"Siliqua patula","W-Msc-536684"
-137,58,1,"Siliqua patula","W-Msc-536684"
-136.5,58,1,"Siliqua patula","W-Msc-536684"
-136,58,1,"Siliqua patula","W-Msc-536684"
-135.5,58,1,"Siliqua patula","W-Msc-536684"
-135,58,1,"Siliqua patula","W-Msc-536684"
-134.5,58,1,"Siliqua patula","W-Msc-536684"
-134,58,1,"Siliqua patula","W-Msc-536684"
-133.5,58,0.44,"Siliqua patula","W-Msc-536684"
-157,57.5,0.02,"Siliqua patula","W-Msc-536684"
-156,57.5,0.75,"Siliqua patula","W-Msc-536684"
-155.5,57.5,0.88,"Siliqua patula","W-Msc-536684"
-155,57.5,1,"Siliqua patula","W-Msc-536684"
