"long_dd","lat_dd","poccur","species","aquamaps_id"
141.5,44,0.13,"Saccostrea glomerata","W-Msc-397183"
141.5,43.5,0.13,"Saccostrea glomerata","W-Msc-397183"
140.5,43,0.21,"Saccostrea glomerata","W-Msc-397183"
141,43,0.26,"Saccostrea glomerata","W-Msc-397183"
141.5,43,0.13,"Saccostrea glomerata","W-Msc-397183"
140,42.5,0.19,"Saccostrea glomerata","W-Msc-397183"
140.5,42.5,0.3,"Saccostrea glomerata","W-Msc-397183"
141,42.5,0.22,"Saccostrea glomerata","W-Msc-397183"
141.5,42.5,0.15,"Saccostrea glomerata","W-Msc-397183"
139.5,42,0.25,"Saccostrea glomerata","W-Msc-397183"
140,42,0.37,"Saccostrea glomerata","W-Msc-397183"
140.5,42,0.24,"Saccostrea glomerata","W-Msc-397183"
141,42,0.16,"Saccostrea glomerata","W-Msc-397183"
141.5,42,0.15,"Saccostrea glomerata","W-Msc-397183"
142,42,0.12,"Saccostrea glomerata","W-Msc-397183"
142.5,42,0.1,"Saccostrea glomerata","W-Msc-397183"
140.5,41.5,0.43,"Saccostrea glomerata","W-Msc-397183"
141,41.5,0.42,"Saccostrea glomerata","W-Msc-397183"
141.5,41.5,0.29,"Saccostrea glomerata","W-Msc-397183"
140,41,0.34,"Saccostrea glomerata","W-Msc-397183"
140.5,41,0.42,"Saccostrea glomerata","W-Msc-397183"
141,41,0.48,"Saccostrea glomerata","W-Msc-397183"
141.5,41,0.43,"Saccostrea glomerata","W-Msc-397183"
129.5,40.5,0.28,"Saccostrea glomerata","W-Msc-397183"
130,40.5,0.25,"Saccostrea glomerata","W-Msc-397183"
140,40.5,0.41,"Saccostrea glomerata","W-Msc-397183"
140.5,40.5,0.55,"Saccostrea glomerata","W-Msc-397183"
141,40.5,0.5,"Saccostrea glomerata","W-Msc-397183"
141.5,40.5,0.43,"Saccostrea glomerata","W-Msc-397183"
129,40,0.32,"Saccostrea glomerata","W-Msc-397183"
129.5,40,0.34,"Saccostrea glomerata","W-Msc-397183"
140,40,0.5,"Saccostrea glomerata","W-Msc-397183"
140.5,40,0.51,"Saccostrea glomerata","W-Msc-397183"
142,40,0.42,"Saccostrea glomerata","W-Msc-397183"
128,39.5,0.24,"Saccostrea glomerata","W-Msc-397183"
128.5,39.5,0.36,"Saccostrea glomerata","W-Msc-397183"
140,39.5,0.46,"Saccostrea glomerata","W-Msc-397183"
140.5,39.5,0.48,"Saccostrea glomerata","W-Msc-397183"
142,39.5,0.45,"Saccostrea glomerata","W-Msc-397183"
142.5,39.5,0.41,"Saccostrea glomerata","W-Msc-397183"
128,39,0.26,"Saccostrea glomerata","W-Msc-397183"
128.5,39,0.42,"Saccostrea glomerata","W-Msc-397183"
135.5,39,0.25,"Saccostrea glomerata","W-Msc-397183"
140,39,0.42,"Saccostrea glomerata","W-Msc-397183"
140.5,39,0.44,"Saccostrea glomerata","W-Msc-397183"
142,39,0.49,"Saccostrea glomerata","W-Msc-397183"
142.5,39,0.48,"Saccostrea glomerata","W-Msc-397183"
128.5,38.5,0.45,"Saccostrea glomerata","W-Msc-397183"
129,38.5,0.14,"Saccostrea glomerata","W-Msc-397183"
139.5,38.5,0.46,"Saccostrea glomerata","W-Msc-397183"
140,38.5,0.4,"Saccostrea glomerata","W-Msc-397183"
141.5,38.5,0.47,"Saccostrea glomerata","W-Msc-397183"
142,38.5,0.52,"Saccostrea glomerata","W-Msc-397183"
129,38,0.38,"Saccostrea glomerata","W-Msc-397183"
138.5,38,0.33,"Saccostrea glomerata","W-Msc-397183"
139,38,0.45,"Saccostrea glomerata","W-Msc-397183"
139.5,38,0.36,"Saccostrea glomerata","W-Msc-397183"
141,38,0.4,"Saccostrea glomerata","W-Msc-397183"
141.5,38,0.38,"Saccostrea glomerata","W-Msc-397183"
142,38,0.55,"Saccostrea glomerata","W-Msc-397183"
129,37.5,0.15,"Saccostrea glomerata","W-Msc-397183"
129.5,37.5,0.35,"Saccostrea glomerata","W-Msc-397183"
131,37.5,0.31,"Saccostrea glomerata","W-Msc-397183"
137,37.5,0.44,"Saccostrea glomerata","W-Msc-397183"
137.5,37.5,0.39,"Saccostrea glomerata","W-Msc-397183"
