"long_dd","lat_dd","poccur","species","aquamaps_id"
11.5,65.5,0.89,"Ostrea edulis","W-Msc-140658"
12,65.5,0.84,"Ostrea edulis","W-Msc-140658"
8.5,65,0.1,"Ostrea edulis","W-Msc-140658"
9,65,0.21,"Ostrea edulis","W-Msc-140658"
9.5,65,0.34,"Ostrea edulis","W-Msc-140658"
10,65,0.77,"Ostrea edulis","W-Msc-140658"
10.5,65,0.94,"Ostrea edulis","W-Msc-140658"
11,65,0.91,"Ostrea edulis","W-Msc-140658"
11.5,65,0.88,"Ostrea edulis","W-Msc-140658"
7.5,64.5,0.03,"Ostrea edulis","W-Msc-140658"
8.5,64.5,0.96,"Ostrea edulis","W-Msc-140658"
9,64.5,0.96,"Ostrea edulis","W-Msc-140658"
9.5,64.5,0.96,"Ostrea edulis","W-Msc-140658"
10.5,64.5,0.92,"Ostrea edulis","W-Msc-140658"
11,64.5,0.89,"Ostrea edulis","W-Msc-140658"
-15,64,0.77,"Ostrea edulis","W-Msc-140658"
-14.5,64,0.76,"Ostrea edulis","W-Msc-140658"
-14,64,0.74,"Ostrea edulis","W-Msc-140658"
-13.5,64,0.74,"Ostrea edulis","W-Msc-140658"
-13,64,0.75,"Ostrea edulis","W-Msc-140658"
-12.5,64,0.78,"Ostrea edulis","W-Msc-140658"
-12,64,0.51,"Ostrea edulis","W-Msc-140658"
8.5,64,0.96,"Ostrea edulis","W-Msc-140658"
9,64,0.95,"Ostrea edulis","W-Msc-140658"
9.5,64,0.93,"Ostrea edulis","W-Msc-140658"
10,64,0.92,"Ostrea edulis","W-Msc-140658"
10.5,64,0.9,"Ostrea edulis","W-Msc-140658"
11,64,0.88,"Ostrea edulis","W-Msc-140658"
-15.5,63.5,0.88,"Ostrea edulis","W-Msc-140658"
-15,63.5,0.88,"Ostrea edulis","W-Msc-140658"
-14.5,63.5,0.89,"Ostrea edulis","W-Msc-140658"
-14,63.5,0.9,"Ostrea edulis","W-Msc-140658"
-13.5,63.5,0.91,"Ostrea edulis","W-Msc-140658"
7.5,63.5,0.72,"Ostrea edulis","W-Msc-140658"
8,63.5,0.94,"Ostrea edulis","W-Msc-140658"
8.5,63.5,0.92,"Ostrea edulis","W-Msc-140658"
9.5,63.5,0.9,"Ostrea edulis","W-Msc-140658"
11.5,63.5,0.86,"Ostrea edulis","W-Msc-140658"
-15.5,63,0.94,"Ostrea edulis","W-Msc-140658"
5.5,63,0.97,"Ostrea edulis","W-Msc-140658"
6,63,0.96,"Ostrea edulis","W-Msc-140658"
6.5,63,0.95,"Ostrea edulis","W-Msc-140658"
7,63,0.95,"Ostrea edulis","W-Msc-140658"
7.5,63,0.94,"Ostrea edulis","W-Msc-140658"
8,63,0.93,"Ostrea edulis","W-Msc-140658"
-8,62.5,0.52,"Ostrea edulis","W-Msc-140658"
-7.5,62.5,0.91,"Ostrea edulis","W-Msc-140658"
-7,62.5,0.9,"Ostrea edulis","W-Msc-140658"
-6.5,62.5,0.9,"Ostrea edulis","W-Msc-140658"
-6,62.5,0.89,"Ostrea edulis","W-Msc-140658"
-5.5,62.5,0.89,"Ostrea edulis","W-Msc-140658"
-5,62.5,0.24,"Ostrea edulis","W-Msc-140658"
4,62.5,0.71,"Ostrea edulis","W-Msc-140658"
4.5,62.5,0.97,"Ostrea edulis","W-Msc-140658"
5,62.5,0.96,"Ostrea edulis","W-Msc-140658"
5.5,62.5,0.95,"Ostrea edulis","W-Msc-140658"
6,62.5,0.94,"Ostrea edulis","W-Msc-140658"
6.5,62.5,0.93,"Ostrea edulis","W-Msc-140658"
7.5,62.5,0.91,"Ostrea edulis","W-Msc-140658"
-8.5,62,0.74,"Ostrea edulis","W-Msc-140658"
-8,62,0.91,"Ostrea edulis","W-Msc-140658"
-7.5,62,0.88,"Ostrea edulis","W-Msc-140658"
-6.5,62,0.86,"Ostrea edulis","W-Msc-140658"
-5.5,62,0.89,"Ostrea edulis","W-Msc-140658"
-5,62,0.9,"Ostrea edulis","W-Msc-140658"
-4.5,62,0.91,"Ostrea edulis","W-Msc-140658"
4,62,0.73,"Ostrea edulis","W-Msc-140658"
4.5,62,0.96,"Ostrea edulis","W-Msc-140658"
5,62,0.95,"Ostrea edulis","W-Msc-140658"
5.5,62,0.94,"Ostrea edulis","W-Msc-140658"
6.5,62,0.91,"Ostrea edulis","W-Msc-140658"
7,62,0.9,"Ostrea edulis","W-Msc-140658"
-8,61.5,0.93,"Ostrea edulis","W-Msc-140658"
-7.5,61.5,0.91,"Ostrea edulis","W-Msc-140658"
-7,61.5,0.88,"Ostrea edulis","W-Msc-140658"
-6,61.5,0.88,"Ostrea edulis","W-Msc-140658"
-5.5,61.5,0.9,"Ostrea edulis","W-Msc-140658"
-5,61.5,0.91,"Ostrea edulis","W-Msc-140658"
-4.5,61.5,0.17,"Ostrea edulis","W-Msc-140658"
-0.5,61.5,0.73,"Ostrea edulis","W-Msc-140658"
0,61.5,0.68,"Ostrea edulis","W-Msc-140658"
0.5,61.5,0.89,"Ostrea edulis","W-Msc-140658"
1,61.5,0.84,"Ostrea edulis","W-Msc-140658"
1.5,61.5,0.89,"Ostrea edulis","W-Msc-140658"
2,61.5,1,"Ostrea edulis","W-Msc-140658"
4.5,61.5,0.96,"Ostrea edulis","W-Msc-140658"
5,61.5,0.94,"Ostrea edulis","W-Msc-140658"
-9,61,0.88,"Ostrea edulis","W-Msc-140658"
-8.5,61,0.98,"Ostrea edulis","W-Msc-140658"
-8,61,0.97,"Ostrea edulis","W-Msc-140658"
-7.5,61,0.96,"Ostrea edulis","W-Msc-140658"
-7,61,0.93,"Ostrea edulis","W-Msc-140658"
-6.5,61,0.9,"Ostrea edulis","W-Msc-140658"
-6,61,0.9,"Ostrea edulis","W-Msc-140658"
-5.5,61,0.45,"Ostrea edulis","W-Msc-140658"
-5,61,0.35,"Ostrea edulis","W-Msc-140658"
-1.5,61,1,"Ostrea edulis","W-Msc-140658"
-1,61,1,"Ostrea edulis","W-Msc-140658"
-0.5,61,1,"Ostrea edulis","W-Msc-140658"
0,61,1,"Ostrea edulis","W-Msc-140658"
0.5,61,1,"Ostrea edulis","W-Msc-140658"
1,61,1,"Ostrea edulis","W-Msc-140658"
1.5,61,1,"Ostrea edulis","W-Msc-140658"
2,61,1,"Ostrea edulis","W-Msc-140658"
2.5,61,1,"Ostrea edulis","W-Msc-140658"
3,61,1,"Ostrea edulis","W-Msc-140658"
4.5,61,0.21,"Ostrea edulis","W-Msc-140658"
5,61,0.95,"Ostrea edulis","W-Msc-140658"
5.5,61,0.93,"Ostrea edulis","W-Msc-140658"
6,61,0.92,"Ostrea edulis","W-Msc-140658"
6.5,61,0.91,"Ostrea edulis","W-Msc-140658"
7,61,0.9,"Ostrea edulis","W-Msc-140658"
7.5,61,0.88,"Ostrea edulis","W-Msc-140658"
-10.5,60.5,0.86,"Ostrea edulis","W-Msc-140658"
-10,60.5,1,"Ostrea edulis","W-Msc-140658"
-9.5,60.5,0.54,"Ostrea edulis","W-Msc-140658"
-9,60.5,0.98,"Ostrea edulis","W-Msc-140658"
-8.5,60.5,0.97,"Ostrea edulis","W-Msc-140658"
-8,60.5,0.98,"Ostrea edulis","W-Msc-140658"
-7.5,60.5,0.16,"Ostrea edulis","W-Msc-140658"
-6.5,60.5,0.94,"Ostrea edulis","W-Msc-140658"
-6,60.5,0.94,"Ostrea edulis","W-Msc-140658"
-2.5,60.5,1,"Ostrea edulis","W-Msc-140658"
-2,60.5,1,"Ostrea edulis","W-Msc-140658"
-1.5,60.5,1,"Ostrea edulis","W-Msc-140658"
-0.5,60.5,1,"Ostrea edulis","W-Msc-140658"
0,60.5,1,"Ostrea edulis","W-Msc-140658"
0.5,60.5,1,"Ostrea edulis","W-Msc-140658"
1,60.5,1,"Ostrea edulis","W-Msc-140658"
1.5,60.5,1,"Ostrea edulis","W-Msc-140658"
2,60.5,1,"Ostrea edulis","W-Msc-140658"
2.5,60.5,0.86,"Ostrea edulis","W-Msc-140658"
3,60.5,1,"Ostrea edulis","W-Msc-140658"
3.5,60.5,0.99,"Ostrea edulis","W-Msc-140658"
4.5,60.5,0.55,"Ostrea edulis","W-Msc-140658"
5,60.5,0.96,"Ostrea edulis","W-Msc-140658"
5.5,60.5,0.94,"Ostrea edulis","W-Msc-140658"
-4.5,60,1,"Ostrea edulis","W-Msc-140658"
-4,60,1,"Ostrea edulis","W-Msc-140658"
-3.5,60,1,"Ostrea edulis","W-Msc-140658"
-3,60,1,"Ostrea edulis","W-Msc-140658"
-2.5,60,1,"Ostrea edulis","W-Msc-140658"
-2,60,1,"Ostrea edulis","W-Msc-140658"
-0.5,60,0.99,"Ostrea edulis","W-Msc-140658"
0,60,1,"Ostrea edulis","W-Msc-140658"
0.5,60,1,"Ostrea edulis","W-Msc-140658"
1,60,1,"Ostrea edulis","W-Msc-140658"
1.5,60,1,"Ostrea edulis","W-Msc-140658"
2,60,1,"Ostrea edulis","W-Msc-140658"
3.5,60,1,"Ostrea edulis","W-Msc-140658"
5,60,0.98,"Ostrea edulis","W-Msc-140658"
5.5,60,0.96,"Ostrea edulis","W-Msc-140658"
6,60,0.95,"Ostrea edulis","W-Msc-140658"
6.5,60,0.94,"Ostrea edulis","W-Msc-140658"
-6,59.5,1,"Ostrea edulis","W-Msc-140658"
-5.5,59.5,1,"Ostrea edulis","W-Msc-140658"
