"long_dd","lat_dd","poccur","species","aquamaps_id"
-120,34.5,0.42,"Panulirus interruptus","ITS-97650"
-120.5,34,0.06,"Panulirus interruptus","ITS-97650"
-120,34,0.37,"Panulirus interruptus","ITS-97650"
-119.5,34,0.86,"Panulirus interruptus","ITS-97650"
-119,34,0.94,"Panulirus interruptus","ITS-97650"
-118.5,34,0.9,"Panulirus interruptus","ITS-97650"
-118,34,1,"Panulirus interruptus","ITS-97650"
-120,33.5,0.54,"Panulirus interruptus","ITS-97650"
-119.5,33.5,1,"Panulirus interruptus","ITS-97650"
-119,33.5,1,"Panulirus interruptus","ITS-97650"
-118.5,33.5,1,"Panulirus interruptus","ITS-97650"
-118,33.5,0.97,"Panulirus interruptus","ITS-97650"
-117.5,33.5,1,"Panulirus interruptus","ITS-97650"
-119.5,33,0.78,"Panulirus interruptus","ITS-97650"
-119,33,1,"Panulirus interruptus","ITS-97650"
-118.5,33,1,"Panulirus interruptus","ITS-97650"
-118,33,1,"Panulirus interruptus","ITS-97650"
-117.5,33,1,"Panulirus interruptus","ITS-97650"
-117,33,1,"Panulirus interruptus","ITS-97650"
-119,32.5,1,"Panulirus interruptus","ITS-97650"
-118.5,32.5,1,"Panulirus interruptus","ITS-97650"
-118,32.5,1,"Panulirus interruptus","ITS-97650"
-117,32.5,0.93,"Panulirus interruptus","ITS-97650"
-119,32,0.89,"Panulirus interruptus","ITS-97650"
-117,32,1,"Panulirus interruptus","ITS-97650"
-116.5,32,1,"Panulirus interruptus","ITS-97650"
-116.5,31.5,1,"Panulirus interruptus","ITS-97650"
-116.5,31,1,"Panulirus interruptus","ITS-97650"
-116,31,1,"Panulirus interruptus","ITS-97650"
-116,30.5,1,"Panulirus interruptus","ITS-97650"
-115.5,30.5,1,"Panulirus interruptus","ITS-97650"
-116,30,1,"Panulirus interruptus","ITS-97650"
-115.5,30,1,"Panulirus interruptus","ITS-97650"
-115.5,29.5,0.9,"Panulirus interruptus","ITS-97650"
-115,29.5,1,"Panulirus interruptus","ITS-97650"
-118,29,1,"Panulirus interruptus","ITS-97650"
-115.5,29,0.67,"Panulirus interruptus","ITS-97650"
-115,29,1,"Panulirus interruptus","ITS-97650"
-114.5,29,1,"Panulirus interruptus","ITS-97650"
-118,28.5,1,"Panulirus interruptus","ITS-97650"
-115,28.5,0.75,"Panulirus interruptus","ITS-97650"
-114.5,28.5,1,"Panulirus interruptus","ITS-97650"
-114,28.5,1,"Panulirus interruptus","ITS-97650"
-113.5,28.5,0.09,"Panulirus interruptus","ITS-97650"
-113,28.5,0.16,"Panulirus interruptus","ITS-97650"
-115.5,28,1,"Panulirus interruptus","ITS-97650"
-115,28,1,"Panulirus interruptus","ITS-97650"
-114.5,28,1,"Panulirus interruptus","ITS-97650"
-114,28,1,"Panulirus interruptus","ITS-97650"
-115,27.5,1,"Panulirus interruptus","ITS-97650"
-114.5,27.5,1,"Panulirus interruptus","ITS-97650"
-114,27.5,1,"Panulirus interruptus","ITS-97650"
-113.5,27.5,0.13,"Panulirus interruptus","ITS-97650"
-112.5,27.5,0.29,"Panulirus interruptus","ITS-97650"
-114.5,27,1,"Panulirus interruptus","ITS-97650"
-114,27,1,"Panulirus interruptus","ITS-97650"
-113.5,27,1,"Panulirus interruptus","ITS-97650"
-114,26.5,1,"Panulirus interruptus","ITS-97650"
-113.5,26.5,1,"Panulirus interruptus","ITS-97650"
-113,26.5,1,"Panulirus interruptus","ITS-97650"
-112.5,26.5,1,"Panulirus interruptus","ITS-97650"
-113.5,26,1,"Panulirus interruptus","ITS-97650"
-113,26,1,"Panulirus interruptus","ITS-97650"
-112.5,26,1,"Panulirus interruptus","ITS-97650"
-113,25.5,0.33,"Panulirus interruptus","ITS-97650"
-112.5,25.5,1,"Panulirus interruptus","ITS-97650"
-112.5,25,1,"Panulirus interruptus","ITS-97650"
