"long_dd","lat_dd","poccur","species","aquamaps_id"
-147,60.5,0.02,"Tresus nuttallii","W-Msc-505780"
-146.5,60.5,0.31,"Tresus nuttallii","W-Msc-505780"
-148.5,60,0.06,"Tresus nuttallii","W-Msc-505780"
-148,60,0.26,"Tresus nuttallii","W-Msc-505780"
-147.5,60,0.02,"Tresus nuttallii","W-Msc-505780"
-147,60,0.11,"Tresus nuttallii","W-Msc-505780"
-146.5,60,0.25,"Tresus nuttallii","W-Msc-505780"
-146,60,0.75,"Tresus nuttallii","W-Msc-505780"
-145.5,60,0.83,"Tresus nuttallii","W-Msc-505780"
-145,60,0.82,"Tresus nuttallii","W-Msc-505780"
-144.5,60,0.81,"Tresus nuttallii","W-Msc-505780"
-149.5,59.5,0.74,"Tresus nuttallii","W-Msc-505780"
-149,59.5,0.67,"Tresus nuttallii","W-Msc-505780"
-148.5,59.5,0.64,"Tresus nuttallii","W-Msc-505780"
-148,59.5,0.42,"Tresus nuttallii","W-Msc-505780"
-147.5,59.5,0.32,"Tresus nuttallii","W-Msc-505780"
-147,59.5,0.3,"Tresus nuttallii","W-Msc-505780"
-146.5,59.5,0.1,"Tresus nuttallii","W-Msc-505780"
-146,59.5,0.49,"Tresus nuttallii","W-Msc-505780"
-144.5,59.5,0.85,"Tresus nuttallii","W-Msc-505780"
-144,59.5,0.86,"Tresus nuttallii","W-Msc-505780"
-143.5,59.5,0.88,"Tresus nuttallii","W-Msc-505780"
-142,59.5,0.89,"Tresus nuttallii","W-Msc-505780"
-141.5,59.5,0.87,"Tresus nuttallii","W-Msc-505780"
-141,59.5,0.87,"Tresus nuttallii","W-Msc-505780"
-140,59.5,0.84,"Tresus nuttallii","W-Msc-505780"
-139.5,59.5,0.82,"Tresus nuttallii","W-Msc-505780"
-151,59,0.38,"Tresus nuttallii","W-Msc-505780"
-150.5,59,0.54,"Tresus nuttallii","W-Msc-505780"
-150,59,0.41,"Tresus nuttallii","W-Msc-505780"
-146,59,0.86,"Tresus nuttallii","W-Msc-505780"
-139.5,59,0.64,"Tresus nuttallii","W-Msc-505780"
-139,59,0.87,"Tresus nuttallii","W-Msc-505780"
-138,58.5,0.91,"Tresus nuttallii","W-Msc-505780"
-137.5,58.5,0.86,"Tresus nuttallii","W-Msc-505780"
-137,58.5,0.82,"Tresus nuttallii","W-Msc-505780"
-136,58.5,0.73,"Tresus nuttallii","W-Msc-505780"
-135,58.5,0.74,"Tresus nuttallii","W-Msc-505780"
-150,58,0.04,"Tresus nuttallii","W-Msc-505780"
-139,58,0.36,"Tresus nuttallii","W-Msc-505780"
