"long_dd","lat_dd","poccur","species","aquamaps_id"
-148.5,60.5,0.56,"Pollicipes polymerus","ITS-89476"
-148,60.5,0.55,"Pollicipes polymerus","ITS-89476"
-147.5,60.5,0.57,"Pollicipes polymerus","ITS-89476"
-147,60.5,0.65,"Pollicipes polymerus","ITS-89476"
-146.5,60.5,0.8,"Pollicipes polymerus","ITS-89476"
-148.5,60,0.37,"Pollicipes polymerus","ITS-89476"
-148,60,0.73,"Pollicipes polymerus","ITS-89476"
-147.5,60,0.63,"Pollicipes polymerus","ITS-89476"
-147,60,0.7,"Pollicipes polymerus","ITS-89476"
-146.5,60,0.79,"Pollicipes polymerus","ITS-89476"
-146,60,0.84,"Pollicipes polymerus","ITS-89476"
-145.5,60,0.83,"Pollicipes polymerus","ITS-89476"
-145,60,0.82,"Pollicipes polymerus","ITS-89476"
-144.5,60,0.82,"Pollicipes polymerus","ITS-89476"
-149.5,59.5,0.76,"Pollicipes polymerus","ITS-89476"
-149,59.5,0.79,"Pollicipes polymerus","ITS-89476"
-148.5,59.5,0.8,"Pollicipes polymerus","ITS-89476"
-148,59.5,0.8,"Pollicipes polymerus","ITS-89476"
-147.5,59.5,0.8,"Pollicipes polymerus","ITS-89476"
-147,59.5,0.81,"Pollicipes polymerus","ITS-89476"
-146,59.5,0.29,"Pollicipes polymerus","ITS-89476"
-144.5,59.5,0.86,"Pollicipes polymerus","ITS-89476"
-144,59.5,0.87,"Pollicipes polymerus","ITS-89476"
-143.5,59.5,0.89,"Pollicipes polymerus","ITS-89476"
-141.5,59.5,0.88,"Pollicipes polymerus","ITS-89476"
-141,59.5,0.88,"Pollicipes polymerus","ITS-89476"
-140,59.5,0.85,"Pollicipes polymerus","ITS-89476"
-139.5,59.5,0.83,"Pollicipes polymerus","ITS-89476"
-151,59,0.71,"Pollicipes polymerus","ITS-89476"
-150.5,59,0.76,"Pollicipes polymerus","ITS-89476"
-150,59,0.77,"Pollicipes polymerus","ITS-89476"
-146,59,0.87,"Pollicipes polymerus","ITS-89476"
-139.5,59,0.92,"Pollicipes polymerus","ITS-89476"
-139,59,0.91,"Pollicipes polymerus","ITS-89476"
-138,58.5,0.41,"Pollicipes polymerus","ITS-89476"
-137.5,58.5,0.87,"Pollicipes polymerus","ITS-89476"
-137,58.5,0.82,"Pollicipes polymerus","ITS-89476"
-136,58.5,0.74,"Pollicipes polymerus","ITS-89476"
-135,58.5,0.75,"Pollicipes polymerus","ITS-89476"
-137,58,0.9,"Pollicipes polymerus","ITS-89476"
-136.5,58,0.85,"Pollicipes polymerus","ITS-89476"
-136,58,0.78,"Pollicipes polymerus","ITS-89476"
-135.5,58,0.74,"Pollicipes polymerus","ITS-89476"
-135,58,0.75,"Pollicipes polymerus","ITS-89476"
-134.5,58,0.74,"Pollicipes polymerus","ITS-89476"
-134,58,0.73,"Pollicipes polymerus","ITS-89476"
-136.5,57.5,0.93,"Pollicipes polymerus","ITS-89476"
-136,57.5,0.89,"Pollicipes polymerus","ITS-89476"
-135.5,57.5,0.83,"Pollicipes polymerus","ITS-89476"
-135,57.5,0.78,"Pollicipes polymerus","ITS-89476"
-134.5,57.5,0.75,"Pollicipes polymerus","ITS-89476"
-134,57.5,0.73,"Pollicipes polymerus","ITS-89476"
-133.5,57.5,0.72,"Pollicipes polymerus","ITS-89476"
-135.5,57,0.9,"Pollicipes polymerus","ITS-89476"
-135,57,0.83,"Pollicipes polymerus","ITS-89476"
-134.5,57,0.76,"Pollicipes polymerus","ITS-89476"
-134,57,0.74,"Pollicipes polymerus","ITS-89476"
-133.5,57,0.72,"Pollicipes polymerus","ITS-89476"
-133,57,0.73,"Pollicipes polymerus","ITS-89476"
-151.5,56.5,0.39,"Pollicipes polymerus","ITS-89476"
-135.5,56.5,0.93,"Pollicipes polymerus","ITS-89476"
-135,56.5,0.89,"Pollicipes polymerus","ITS-89476"
-134.5,56.5,0.78,"Pollicipes polymerus","ITS-89476"
-134,56.5,0.77,"Pollicipes polymerus","ITS-89476"
-133.5,56.5,0.75,"Pollicipes polymerus","ITS-89476"
-133,56.5,0.77,"Pollicipes polymerus","ITS-89476"
-132.5,56.5,0.79,"Pollicipes polymerus","ITS-89476"
-134.5,56,0.86,"Pollicipes polymerus","ITS-89476"
-134,56,0.81,"Pollicipes polymerus","ITS-89476"
-133.5,56,0.79,"Pollicipes polymerus","ITS-89476"
-133,56,0.81,"Pollicipes polymerus","ITS-89476"
-132.5,56,0.85,"Pollicipes polymerus","ITS-89476"
-132,56,0.87,"Pollicipes polymerus","ITS-89476"
-134.5,55.5,0.94,"Pollicipes polymerus","ITS-89476"
-134,55.5,0.91,"Pollicipes polymerus","ITS-89476"
-133.5,55.5,0.9,"Pollicipes polymerus","ITS-89476"
-133,55.5,0.9,"Pollicipes polymerus","ITS-89476"
-132.5,55.5,0.92,"Pollicipes polymerus","ITS-89476"
-132,55.5,0.95,"Pollicipes polymerus","ITS-89476"
-131.5,55.5,0.97,"Pollicipes polymerus","ITS-89476"
-129.5,55.5,0.44,"Pollicipes polymerus","ITS-89476"
-133.5,55,0.95,"Pollicipes polymerus","ITS-89476"
-133,55,0.94,"Pollicipes polymerus","ITS-89476"
-132.5,55,0.94,"Pollicipes polymerus","ITS-89476"
-132,55,0.96,"Pollicipes polymerus","ITS-89476"
-131.5,55,0.98,"Pollicipes polymerus","ITS-89476"
-131,55,0.98,"Pollicipes polymerus","ITS-89476"
-130.5,55,0.97,"Pollicipes polymerus","ITS-89476"
-130,55,0.93,"Pollicipes polymerus","ITS-89476"
-129.5,55,0.92,"Pollicipes polymerus","ITS-89476"
-133.5,54.5,0.98,"Pollicipes polymerus","ITS-89476"
-133,54.5,0.95,"Pollicipes polymerus","ITS-89476"
-132.5,54.5,0.95,"Pollicipes polymerus","ITS-89476"
-132,54.5,0.97,"Pollicipes polymerus","ITS-89476"
-131.5,54.5,0.99,"Pollicipes polymerus","ITS-89476"
-131,54.5,0.99,"Pollicipes polymerus","ITS-89476"
